id,rcd,symbol,hgncid,ensgstable,evidence,testin,pathway,confidence,experiments,caution,uniprotac,pmid,remark,latestupdate,datasource,uniformgenetype
56SUP,Ferroptosis,MIR137,HGNC:31523,ENSG00000284202,Suppresses ferroptosis both in vitro and in vivo.,"Human, mice","MIR137 :-: SLC1A5, SLC1A5 :+: Glutaminolysis, Glutaminolysis :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,_NA_,29348676,_NA_,12/31/2020,FerrDb team,"RNA, micro"
57SUP,Ferroptosis,SLC40A1,HGNC:10909,ENSG00000138449,Overexpression of Fpn inhibited ferroptosis.,Mice,"SLC40A1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q9NP59,29436589,Fpn in article,12/31/2020,FerrDb team,gene with protein product
58SUP,Ferroptosis,GPX4,HGNC:4556,ENSG00000167468,Activation blocked ferroptosis.,Mice,"GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P36969,29436589,_NA_,12/31/2020,FerrDb team,gene with protein product
59SUP,Ferroptosis,GPX4,HGNC:4556,ENSG00000167468,"GPX4-overexpressing cells were resistant to reactive oxygen species-induced cell death. Conversely, GPX4-knockdown cells were sensitive to reactive oxygen species-induced cell death.",Human,"GPX4 :-: 8-OHdG, 8-OHdG :+: Ferroptosis",Deduced,0,The authors did not determine wether the ROS-induced cell death is related to ferroptosis or not.,P36969,29463878,_NA_,12/31/2020,FerrDb team,gene with protein product
60SUP,Ferroptosis,ENPP2,HGNC:3357,ENSG00000136960,Overexpression modestly promotes migration and proliferation and significantly inhibits erastin-induced ferroptosis.,Rat,ENPP2 :-: Ferroptosis,Validated,0,_NA_,Q13822,29551679,_NA_,12/31/2020,FerrDb team,gene with protein product
61SUP,Ferroptosis,VDAC2,HGNC:12672,ENSG00000165637,Overexpression could partially protect cells from ferroptosis.,Human,VDAC2 :-: Ferroptosis,Validated,0,_NA_,P45880,29569437,_NA_,12/31/2020,FerrDb team,gene with protein product
62SUP,Ferroptosis,FH,HGNC:3700,ENSG00000091483,FH inactivation (FH-/- ) proves synthetic lethal with inducers of ferroptosis. FH-/- sensitizes cells to multiple ferroptosis inducers.,Human,"FH :+: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,P07954,29917289,_NA_,12/31/2020,FerrDb team,gene with protein product
63SUP,Ferroptosis,CISD2,HGNC:24212,ENSG00000145354,Overexpression conferred resistance to ferroptosis. Inhibition blocked resistance to ferroptotic cell death.,Human,"CISD2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q8N5K1,29928961,_NA_,12/31/2020,FerrDb team,gene with protein product
64SUP,Ferroptosis,SLC40A1,HGNC:10909,ENSG00000138449,A negative regulator of ferroptosis by reducing intracellular iron concentration. Knockdown accelerates erastin-induced ferroptosis.,Human,"SLC40A1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q9NP59,29949159,Ferroportin in article,12/31/2020,FerrDb team,gene with protein product
65SUP,Ferroptosis,MIR9-1,HGNC:31641,ENSG00000207933,"Overexpression of miR‐9 suppressed GOT1, which subsequently reduced ferroptosis. Suppression of miR‐9 increased the sensitivity of melanoma cells to ferroptosis inducers.",Human,"MIR9 :-: GOT1, GOT1 :+: alpha KG, alpha KG :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,_NA_,30035324,miR-9 in article,12/31/2020,FerrDb team,"RNA, micro"
66SUP,Ferroptosis,MIR9-2,HGNC:31642,ENSG00000284447,"Overexpression of miR‐9 suppressed GOT1, which subsequently reduced ferroptosis. Suppression of miR‐9 increased the sensitivity of melanoma cells to ferroptosis inducers.",Human,"MIR9 :-: GOT1, GOT1 :+: alpha KG, alpha KG :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,_NA_,30035324,miR-9 in article,12/31/2020,FerrDb team,"RNA, micro"
67SUP,Ferroptosis,MIR9-3,HGNC:31646,ENSG00000284329,"Overexpression of miR‐9 suppressed GOT1, which subsequently reduced ferroptosis. Suppression of miR‐9 increased the sensitivity of melanoma cells to ferroptosis inducers.",Human,"MIR9 :-: GOT1, GOT1 :+: alpha KG, alpha KG :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,_NA_,30035324,miR-9 in article,12/31/2020,FerrDb team,"RNA, micro"
68SUP,Ferroptosis,CBS,HGNC:1550,ENSG00000160200,Inhibition triggers ferroptosis in hepatocellular carcinoma.,"Human, mice",CBS :-: Ferroptosis,Validated,0,_NA_,P35520,30258181,_NA_,12/31/2020,FerrDb team,gene with protein product
69SUP,Ferroptosis,NFE2L2,HGNC:7782,ENSG00000116044,Associated with resistance to ferroptosis. Inhibition of Nrf2 sensitized cells to ferroptosis.,"Human, mice","NFE2L2 :+: FTH1, FTH1 :-: Ferroptosis, NFE2L2 :+: FPN, FPN :-: Ferroptosis, NFE2L2 :+: HO-1, HO-1 :-: Ferroptosis",Validated,0,_NA_,Q16236,30339884,Nrf2 in article,12/31/2020,FerrDb team,gene with protein product
70SUP,Ferroptosis,SQSTM1,HGNC:11280,ENSG00000161011,"Inhibition of the p62 gene significantly reduced cell viability and increased cellular lipid ROS levels in HN3R cells; this was reversed by treatment with ferrostatin-1, a ferroptosis inducer.",Human,"SQSTM1 :+: NFE2L2, NFE2L2 :+: FTH1, FTH1 :-: Ferroptosis, NFE2L2 :+: FPN, FPN :-: Ferroptosis, NFE2L2 :+: HO-1, HO-1 :-: Ferroptosis",Validated,0,Not test cell death or cell viability.,Q13501,30339884,p62 in article.,12/31/2020,FerrDb team,gene with protein product
71SUP,Ferroptosis,GPX4,HGNC:4556,ENSG00000167468,"Overexpression GPX4 resulted in decreased cell death after RSL3 treatment. Moreover, this effect was able to be reversed by overexpression of GPX4.",Human,GPX4 :-: Ferroptosis,Validated,0,_NA_,P36969,30524291,_NA_,12/31/2020,FerrDb team,gene with protein product
72SUP,Ferroptosis,ISCU,HGNC:29882,ENSG00000136003,Over expression significantly attenuated DHA induced ferroptosis.,Human,"ISCU :+: GSH, GSH :-: Ferroptosis",Validated,0,_NA_,Q9H1K1,30557609,_NA_,12/31/2020,FerrDb team,gene with protein product
73SUP,Ferroptosis,FTH1,HGNC:3976,ENSG00000167996,FTH reconstituted cells exhibited the reduced lipid peroxides content and restored the DHA-induced ferroptosis.,Human,"FTH1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P02794,30557609,FTH in article,12/31/2020,FerrDb team,gene with protein product
74SUP,Ferroptosis,ACSL3,HGNC:3570,ENSG00000123983,Required for exogenous monounsaturated fatty acids to protect cells against ferroptosis. Negatively correlates with ferroptosis sensitivity.,Human,ACSL3 :-: Ferroptosis,Validated,0,_NA_,O95573,30686757,_NA_,12/31/2020,FerrDb team,gene with protein product
75SUP,Ferroptosis,OTUB1,HGNC:23077,ENSG00000167770,Inactivation promotes ferroptosis by down-regulating SLC7A11 levels. Overexpression is critical for tumor growth.,"Human, mice","OTUB1 :+: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,Q96FW1,30709928,_NA_,12/31/2020,FerrDb team,gene with protein product
76SUP,Ferroptosis,CD44,HGNC:1681,ENSG00000026508,Knockdown sensitizes cells to ferroptosis.,Human,"CD44 :+: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,P16070,30709928,_NA_,12/31/2020,FerrDb team,gene with protein product
77SUP,Ferroptosis,LINC00336,HGNC:33813,ENSG00000197251,Overexpression inhibits ferroptosis. Knockdown promotes ferroptosis.,Human,(LINC00336/ELAVL1) :-: Ferroptosis,Validated,0,_NA_,Q6ZUF6,30787392,_NA_,12/31/2020,FerrDb team,"RNA, long non-coding"
78SUP,Ferroptosis,STAT3,HGNC:11364,ENSG00000168610,Upregulated in ferroptosis resistant cells. Inhibition increases ferroptosis.,Human,STAT3 :-: Ferroptosis,Validated,0,_NA_,P40763,30811078,_NA_,12/31/2020,FerrDb team,gene with protein product
79SUP,Ferroptosis,BRD4,HGNC:13575,ENSG00000141867,Inhibition induces ferroptosis.,Human,"BRD4 :-: Ferritinophagy, Ferritinophagy :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,O60885,30988278,_NA_,12/31/2020,FerrDb team,gene with protein product
80SUP,Ferroptosis,PRDX6,HGNC:16753,ENSG00000117592,A negative regulator of ferroptotic cell death.,Human,"PRDX6 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P30041,31036877,_NA_,12/31/2020,FerrDb team,gene with protein product
81SUP,Ferroptosis,MIR17,HGNC:31547,ENSG00000284536,Protects endothelial HUVEC cells from erastin-induced ferroptosis. Overexpression significantly reduced erastin-induced growth inhibition and ROS generation of HUVEC cells.,Human,"MIR17 :-: A20, A20 :+: ACSL4, ACSL4 :+: Lipid ROS, A20 :-: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,_NA_,31160087,miR-17-92 in article,12/31/2020,FerrDb team,"RNA, micro"
82SUP,Ferroptosis,SCD,HGNC:10571,ENSG00000099194,Inhibition of SCD1 induces ferroptotic cell death. Expression of SCD1 protects cells from ferroptosis.,"Human, mice","SCD :+: CoQ10, CoQ10 :-: Ferroptosis",Validated,0,_NA_,O00767,31270077,SCD1 in article,12/31/2020,FerrDb team,gene with protein product
83SUP,Ferroptosis,SESN2,HGNC:20746,ENSG00000130766,"Has cytoprotective effect against ferroptosis. In cells expressing Sesn2, erastin-induced cell death, ROS formation, and glutathione depletion were almost completely inhibited compared to that in control cells.","Human, mice","SESN2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P58004,31323261,Sesn2 in article,12/31/2020,FerrDb team,gene with protein product
84SUP,Ferroptosis,NF2,HGNC:7773,ENSG00000186575,Genetic inactivation of NF2 rendered cancer cells more sensitive to ferroptosis. Mediates cell density-dependent inhibition of ferroptosis.,"Human, mice","NF2 :-: YAP, YAP :+: Ferroptosis",Validated,0,_NA_,P35240,31341276,Also known as merlin,12/31/2020,FerrDb team,gene with protein product
85SUP,Ferroptosis,ARNTL,HGNC:701,ENSG00000133794,Degration of the protein is critical for ferroptosis. Blocking ARNTL degradation diminished ferroptotic tumor cell death.,"Human, mice","ARNTL :-: EGLN2, EGLN2 :-: HIF1A, HIF1A  :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,O00327,31355331,_NA_,12/31/2020,FerrDb team,gene with protein product
86SUP,Ferroptosis,HIF1A,HGNC:4910,ENSG00000100644,Destabilizing HIF1A facilitated ferroptotic tumor cell death.,"Human, mice","HIF1A  :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q16665,31355331,_NA_,12/31/2020,FerrDb team,gene with protein product
87SUP,Ferroptosis,JUN,HGNC:6204,ENSG00000177606,O-GlcNAcylated c-Jun represents an obstructive factor to ferroptosis.,"Human, mice","JUN :+: GSH, GSH :-: Ferroptosis, JUN :+: PSAT1, PSAT1 :-: Ferroptosis, JUN :+: CBS, CBS :-: Ferroptosis",Deduced,0,_NA_,P05412,31394193,c-Jun in article,12/31/2020,FerrDb team,gene with protein product
88SUP,Ferroptosis,CA9,HGNC:1383,ENSG00000107159,Inhibition induces ferroptosis.,Human,CA9 :-: Ferroptosis,Validated,0,_NA_,Q16790,31442913,_NA_,12/31/2020,FerrDb team,gene with protein product
89SUP,Ferroptosis,HSPA5,HGNC:5238,ENSG00000044574,Knockdown of GRP78 enhanced artesunate-induced ferroptosis of pancreatic cancer cells.,"Human, mice","GRP78 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P11021,31456633,GRP78 in article,12/31/2020,FerrDb team,gene with protein product
90SUP,Ferroptosis,TMBIM4,HGNC:24257,ENSG00000155957,Protects against ferroptosis in HCC cells. Inhibition increased ferroptotic cel death.,"Human, mice",S1R :-: Ferroptosis,Validated,0,_NA_,Q9HC24,31507082,S1R in article,12/31/2020,FerrDb team,gene with protein product
91SUP,Ferroptosis,HSPA5,HGNC:5238,ENSG00000044574,Serves as a negative regulator of DHA-induced ferroptosis.,"Human, mice","HSPA5 :+: GPX4, GPX4 :-: Ferroptosis",Predicted,0,_NA_,P11021,31519193,_NA_,12/31/2020,FerrDb team,gene with protein product
92SUP,Ferroptosis,PLIN2,HGNC:248,ENSG00000147872,An indispensable gene and protein in the suppression of ferroptosis caused by abnormal lipometabolism in gastric carcinoma.,"Human, mice",PLIN2 :-: Ferroptosis,Screened,0,_NA_,Q99541,31520166,Also known as ADRP,12/31/2020,FerrDb team,gene with protein product
93SUP,Ferroptosis,MIR212,HGNC:31589,ENSG00000267195,Overexpression of miR-212-5p attenuated ferroptosis while downregulation of miR-212-5p promoted ferroptotic cell death.,Mice,(miR-212-5p/Ptgs2) :-: Ferroptosis,Validated,0,_NA_,_NA_,31533781,miR-212-5p in article,12/31/2020,FerrDb team,"RNA, micro"
94SUP,Ferroptosis,Fer1HCH,_NA_,_NA_,Reduced heavy chain levels caused severe mitochondrial defects and ferroptosis.,Drosophila,"Fer1HCH :-: ROS, ROS :+: Ferroptosis",Predicted,0,_NA_,H1UUD2,31568497,_NA_,12/31/2020,FerrDb team,unknown
95SUP,Ferroptosis,AIFM2,HGNC:21411,ENSG00000042286,A glutathione-independent ferroptosis suppressor. Pharmacological targeting of FSP1 strongly synergizes with GPX4 inhibitors to trigger ferroptosis.,"Human, mice","FSP1 :+: CoQ10, CoQ10 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q9BRQ8,31634899,FSP1 in article,12/31/2020,FerrDb team,gene with protein product
96SUP,Ferroptosis,AIFM2,HGNC:21411,ENSG00000042286,A potent ferroptosis-resistance factor. Positively correlates with ferroptosis resistance.,"Human, mice","FSP1 :+: CoQ10, CoQ10 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q9BRQ8,31634900,FSP1 in article,12/31/2020,FerrDb team,gene with protein product
97SUP,Ferroptosis,LAMP2,HGNC:6501,ENSG00000005893,Knockdown promoted ferroptosis.,Human,"LAMP2 :+: Cysteine, Cysteine :+: GSH, GSH :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P13473,31672277,_NA_,12/31/2020,FerrDb team,gene with protein product
98SUP,Ferroptosis,ZFP36,HGNC:12862,ENSG00000128016,ZFP36 plasmid impaired FBXW7 plasmid-induced HSC ferroptosis. Overexpression of Zfp36 impaired erastin- or sorafenib-induced ferroptosis.,"Human, mice","ZFP36 :-: ATG16L1, ATG16L1 :+: Ferroptosis",Validated,0,_NA_,P26651,31679460,_NA_,12/31/2020,FerrDb team,gene with protein product
99SUP,Ferroptosis,GPX4,HGNC:4556,ENSG00000167468,Depletion or inhibition resulted in cell death by ferroptosis.,"Human, mice, rat","GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P36969,31685805,_NA_,12/31/2020,FerrDb team,gene with protein product
100SUP,Ferroptosis,PROM2,HGNC:20685,ENSG00000155066,Induced by ferroptotic stress and promotes resistance to ferroptotic cell death. Facilitates ferroptosis resistance in mammary epithelial and breast carcinoma cells.,Human,"Prominin2 :+: Ferritin-containing MVB, Ferritin-containing MVB :-: Ferroptosis",Validated,0,_NA_,Q8N271,31735663,Prominin2 in article,12/31/2020,FerrDb team,gene with protein product
101SUP,Ferroptosis,CHMP5,HGNC:26942,ENSG00000086065,"Ferroptosis activators increase ESCRT-III subunits (e.g., CHMP5 and CHMP6). Knockdown of CHMP5 or CHMP6 sensitizes human cancer cells to ferroptosis.","Human, mice",CHMP5 :-: Ferroptosis,Validated,0,_NA_,Q9NZZ3,31761326,_NA_,12/31/2020,FerrDb team,gene with protein product
102SUP,Ferroptosis,CHMP6,HGNC:25675,ENSG00000176108,"Ferroptosis activators increase ESCRT-III subunits (e.g., CHMP5 and CHMP6). Knockdown of CHMP5 or CHMP6 sensitizes human cancer cells to ferroptosis.","Human, mice",CHMP6 :-: Ferroptosis,Validated,0,_NA_,Q96FZ7,31761326,_NA_,12/31/2020,FerrDb team,gene with protein product
103SUP,Ferroptosis,AKR1C1,HGNC:384,ENSG00000187134,Inhibition completely resensitizes resistant melanoma cells to ferroptosis execution.,Human,"AKR1C1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q04828,31780644,_NA_,12/31/2020,FerrDb team,gene with protein product
104SUP,Ferroptosis,AKR1C2,HGNC:385,ENSG00000151632,Inhibition completely resensitizes resistant melanoma cells to ferroptosis execution.,Human,"AKR1C2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P52895,31780644,_NA_,12/31/2020,FerrDb team,gene with protein product
105SUP,Ferroptosis,AKR1C3,HGNC:386,ENSG00000196139,Inhibition completely resensitizes resistant melanoma cells to ferroptosis execution.,Human,"AKR1C3 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P42330,31780644,_NA_,12/31/2020,FerrDb team,gene with protein product
106SUP,Ferroptosis,CBS,HGNC:1550,ENSG00000160200,"Knockdown in erastin-resistant cells caused ferroptotic cell death, while overexpression conferred ferroptosis resistance.",Human,"CBS :+: Cystathionine, Cystathionine :+: Cysteine, Cysteine :+: GSH, GSH :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P35520,31819185,_NA_,12/31/2020,FerrDb team,gene with protein product
107SUP,Ferroptosis,NFE2L2,HGNC:7782,ENSG00000116044,Genetically repression of NRF2 enhanced ferroptosis susceptibility.,Human,"NFE2L2 :+: CBS, CBS :+: Cystathionine, Cystathionine :+: Cysteine, Cysteine :+: GSH, GSH :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q16236,31819185,NRF2 in article,12/31/2020,FerrDb team,gene with protein product
108SUP,Ferroptosis,CAV1,HGNC:1527,ENSG00000105974,"Cav-1 deficiency aggravated ferroptosis. Short hairpin RNA of Cav-1 promoted ferroptosis, which was ameliorated by Cav-1 overexpression. ","Human, mice","CAV-1 :+: xCT, xCT :+: GPX4, GPX4 :-: Ferroptosis, CAV-1 :-: RNS, RNS :+: Ferroptosis",Validated,0,_NA_,Q03135,31877357,Cav-1 in article,12/31/2020,FerrDb team,gene with protein product
109SUP,Ferroptosis,GCH1,HGNC:4193,ENSG00000131979,Gch1 overexpression and its downstream metabolites BH4/BH2 rescue from ferroptosis. Inhibition of GCH1 activity can sensitize resistant cancer cells to ferroptosis induction.,Human,"GCH1 :+: Phospholipid, Phospholipid :-: Ferroptosis, GCH1 :+: CoQ10, CoQ10 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P30793,31989025,_NA_,5/15/2021,FerrDb team,gene with protein product
110SUP,Ferroptosis,SIRT3,HGNC:14931,ENSG00000142082,These data indicate that inactivation of Sirt3 significantly sensitizes cells to p53-dependent ferroptosis upon ROS-induced stress.,Human,SIRT3 :-: Ferroptosis,Validated,0,_NA_,Q9NTG7,33377976,_NA_,6/30/2021,FerrDb team,gene with protein product
111SUP,Ferroptosis,DAZAP1,HGNC:2683,ENSG00000071626,"Furthermore, DAZAP1 significantly reduced cellular sensitivity to sorafenib (SF), which had been proven to be an inducer of ferroptosis by targeting the system Xc−.",_NA_,(DAZAP1/SLC7A11) :-: Ferroptosis,Validated,0,Corrigendum,Q96EP5,33358859,_NA_,7/2/2021,FerrDb team,gene with protein product
112SUP,Ferroptosis,PIR,HGNC:30048,ENSG00000087842,"Consequently, in cell cultures and xenograft mouse models, blocking PIR signaling enhances ferroptosis-mediated tumor growth suppression.","Human, mice","PIR :-: oxidative DNA damage, oxidative DNA damage :+: HMGB1, HMGB1 :+: ACSL4, ACSL4 :+: Ferroptosis",Validated,0,_NA_,O00625,33373853,_NA_,7/2/2021,FerrDb team,gene with protein product
113SUP,Ferroptosis,GCLC,HGNC:4311,ENSG00000001084,Non-canonical Glutamate-Cysteine Ligase Activity Protects against Ferroptosis,Human,"GCLC :+: gamma-glutamyl-peptides, gamma-glutamyl-peptides :-: Glu, Glu :+: Ferroptosis",Validated,0,_NA_,P48506,33357455,_NA_,7/9/2021,FerrDb team,gene with protein product
114SUP,Ferroptosis,FTL,HGNC:3999,ENSG00000087086,Ferritin upregulation prevents ferroptosis by mediating P53 and SLC7A11 expression.,Rat,"FTL :-: p53, FTL :-: SLC7A11, p53 :+: Ferroptosis, SLC7A11 :+: Ferroptosis",Validated,0,_NA_,P02792,33333054,Ferritin in article,7/12/2021,FerrDb team,gene with protein product
115SUP,Ferroptosis,HCAR1,HGNC:4532,ENSG00000196917,These observations support our hypothesis that HCAR1 and MCT1 are involved in the lactate-dependent ferroptosis resistance in tumor cells. Blocking the HCAR1/MCT1-Mediated Lactate Import Exacerbates Ferroptosis,"Human, mice","(HCAR1/MCT1) :-: (AMP/ATP), (AMP/ATP) :+: AMPK, AMPK :-: SREBP1, SREBP1 :+: SCD1, SCD1 :-: Ferroptosis, (HCAR1/MCT1) :-: ACSL4, ACSL4 :+: Ferroptosis",Validated,0,_NA_,Q9BXC0,33296645,_NA_,7/12/2021,FerrDb team,gene with protein product
116SUP,Ferroptosis,SLC16A1,HGNC:10922,ENSG00000155380,These observations support our hypothesis that HCAR1 and MCT1 are involved in the lactate-dependent ferroptosis resistance in tumor cells. Blocking the HCAR1/MCT1-Mediated Lactate Import Exacerbates Ferroptosis,"Human, mice","(HCAR1/MCT1) :-: (AMP/ATP), (AMP/ATP) :+: AMPK, AMPK :-: SREBP1, SREBP1 :+: SCD1, SCD1 :-: Ferroptosis, (HCAR1/MCT1) :-: ACSL4, ACSL4 :+: Ferroptosis",Validated,0,_NA_,P53985,33296645,MCT1 in article,7/16/2021,FerrDb team,gene with protein product
117SUP,Ferroptosis,RRM2,HGNC:10452,ENSG00000171848,RRM2 exerts an anti-ferroptotic role in liver cancer cells by sustaining GSH synthesis.,Human,"RRM2 :+: GSS, GSS :+: GSH, GSH :-: Ferroptosis",Validated,0,_NA_,P31350,33372599,_NA_,7/19/2021,FerrDb team,gene with protein product
118SUP,Ferroptosis,SCD,HGNC:10571,ENSG00000099194,Genetic and Pharmacological Inhibition of SCD1 Prevents the Growth of STK11/KEAP1 Co-mutant Cells and Sensitizes Those Cells to Ferroptosis Induction.,Human,SCD :-: Ferroptosis,Validated,0,_NA_,O00767,33264619,SCD1 in article,7/26/2021,FerrDb team,gene with protein product
119SUP,Ferroptosis,NR4A1,HGNC:7980,ENSG00000123358,Pharmacological inhibition of NR4A1 promotes ferroptosis in pancreatic cancer cells,Human,"NR4A1 :+: SCD1, SCD1 :-: Ferroptosis",Deduced,0,_NA_,P22736,33271455,_NA_,8/2/2021,FerrDb team,gene with protein product
120SUP,Ferroptosis,PIK3CA,HGNC:8975,ENSG00000121879,"Notably, we found that cancer cells carrying PIK3CA activating mutation or PTEN deletion appeared to be more resistant to RSL3. These mutations lead to the activation of the oncogenic PI3K-AKT signaling pathway. Therefore, sustained activation of the PI3K-AKT-mTOR pathway protects cancer cells from ferroptotic cell death.",Human,"PIK3CA :+: PI3K-AKT pathway, PI3K-AKT pathway :-: Ferroptosis",Deduced,0,_NA_,P42336,33229547,_NA_,8/2/2021,FerrDb team,gene with protein product
121SUP,Ferroptosis,RPTOR,HGNC:30287,ENSG00000141564,"mTORC1, Instead of mTORC2, Suppresses Ferroptosis. short-hairpin RNA (shRNA)-mediated silencing of RAPTOR (a component of mTORC1) but not that of RICTOR (a component of mTORC2) sensitized MDA-MB-453 and BT474 cells to RSL3.",Human,"RAPTOR :+: mTORC1, mTORC1 :+: SREBP1, SREBP1 :+: SCD1, SCD1 :-: Ferroptosis",Deduced,0,_NA_,Q8N122,33229547,RAPTOR in article,8/2/2021,FerrDb team,gene with protein product
122SUP,Ferroptosis,SREBF1,HGNC:11289,ENSG00000072310,SREBP1 Protects Cells from Ferroptosis through SCD1 Activity.,Human,"SREBP1 :+: SCD1, SCD1 :-: Ferroptosis",Validated,0,_NA_,P36956,33229547,SREBP1 in article,8/2/2021,FerrDb team,gene with protein product
123SUP,Ferroptosis,SREBF2,HGNC:11290,ENSG00000198911,"The lipogenesis regulator SREBP2 directly induces transcription of the iron carrier Transferrin (TF), reducing intracellular iron pools, reactive oxygen species, and lipid peroxidation, thereby conferring resistance to inducers of ferroptosis.",Human,"SREBP2 :+: TF, TF :-: ROS, ROS :+: Lipid peroxidation, Lipid peroxidation :+: Ferroptosis",Validated,0,_NA_,Q12772,33203734,SREBP2 in article,8/6/2021,FerrDb team,gene with protein product
124SUP,Ferroptosis,FZD7,HGNC:4045,ENSG00000155760,"Conversely, FZD7 overexpression induced increased GPX4 mRNA and protein expression levels. FZD7 Marks a Cell Population Susceptible to GPX4 Inhibitors.","Human, mice","FZD7 :+: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,O75084,33172933,_NA_,8/9/2021,FerrDb team,gene with protein product
125SUP,Ferroptosis,NFE2L2,HGNC:7782,ENSG00000116044,"In FRDA fibroblasts, both treatments promoted the nuclear translocation of Nrf2 (Fig. 5A) and the inhibition of redox imbalance and ferroptosis.",Mice,"Nrf2 :-: ROS, ROS :+: Ferroptosis",Validated,0,_NA_,Q16236,33197769,Nrf2 in article,8/18/2021,FerrDb team,gene with protein product
126SUP,Ferroptosis,NFE2L2,HGNC:7782,ENSG00000116044,Up-regulating Nrf2 alleviated the diabetes related ferroptosis in kidneys.,Mice,Nrf2 :-: Ferroptosis,Validated,0,_NA_,Q16236,33152439,NRF2 in article,8/21/2021,FerrDb team,gene with protein product
127SUP,Ferroptosis,P4HB,HGNC:8548,ENSG00000185624,"Knockdown of these target genes sensitized cells to known ferroptosis inducers, while PACMA31, a previously reported inhibitor of P4HB, directly induced ferroptosis and was highly synergistic with erastin.",Human,"P4HB :-: ER stress, ER stress :+: Ferroptosis",Deduced,0,_NA_,P07237,33124817,_NA_,8/21/2021,FerrDb team,gene with protein product
128SUP,Ferroptosis,NT5DC2,HGNC:25717,ENSG00000168268,"Knockdown of these target genes sensitized cells to known ferroptosis inducers, while PACMA31, a previously reported inhibitor of P4HB, directly induced ferroptosis and was highly synergistic with erastin.",_NA_,NT5DC2 :-: Ferroptosis,Deduced,0,_NA_,Q9H857,33124817,_NA_,8/21/2021,FerrDb team,gene with protein product
129SUP,Ferroptosis,BCAT2,HGNC:977,ENSG00000105552,"Here, by using a high-throughput CRISPR/Cas9-based genetic screen in HepG2 hepatocellular carcinoma cells to search for metabolic proteins inhibiting ferroptosis, we identified a branched-chain amino acid aminotransferase 2 (BCAT2) as a novel suppressor of ferroptosis.",Human,BCAT2 :-: Ferroptosis,Validated,0,_NA_,O15382,33097833,_NA_,8/23/2021,FerrDb team,gene with protein product
130SUP,Ferroptosis,HSF1,HGNC:5224,ENSG00000185122,"Altogether, HSF1 may function as a key defender against PA-induced ferroptosis in cardiomyocytes by maintaining cellular iron homeostasis and GPX4 expression.","Human, mice",HSF1 :-: Ferroptosis,Validated,0,_NA_,Q00613,33098823,_NA_,8/27/2021,FerrDb team,gene with protein product
131SUP,Ferroptosis,PLA2G6,HGNC:9039,ENSG00000184381,PLA2G6 Deficiency Sensitizes Trophoblasts to Ferroptosis.,"Human, mice",PLA2G6 :-: Ferroptosis,Validated,0,_NA_,O60733,33087576,_NA_,8/27/2021,FerrDb team,gene with protein product
